txName: TChiWH
constraint: [[['W']],[['higgs']]]
condition: None
conditionDescription: None
figureUrl: https://cms-results.web.cern.ch/cms-results/public-results/publications/SUS-18-007/CMS-SUS-18-007_Figure_004.pdf
source: CMS
validated: True
axes: [[x, y], [x, y]]
finalState: ['MET', 'MET']
intermediateState: None
upperLimits: [[[[1.2625E+02*GeV,1.2500E+00*GeV],[1.2625E+02*GeV,1.2500E+00*GeV]],3.1465E+00*pb],
[[[2.1125E+02*GeV,6.3750E+01*GeV],[2.1125E+02*GeV,6.3750E+01*GeV]],1.9044E+00*pb],
[[[2.1125E+02*GeV,6.6250E+01*GeV],[2.1125E+02*GeV,6.6250E+01*GeV]],1.9283E+00*pb],
[[[2.1125E+02*GeV,6.8750E+01*GeV],[2.1125E+02*GeV,6.8750E+01*GeV]],1.9523E+00*pb],
[[[2.1125E+02*GeV,7.1250E+01*GeV],[2.1125E+02*GeV,7.1250E+01*GeV]],1.9762E+00*pb],
[[[2.1125E+02*GeV,7.3750E+01*GeV],[2.1125E+02*GeV,7.3750E+01*GeV]],2.0002E+00*pb],
[[[2.1125E+02*GeV,7.6250E+01*GeV],[2.1125E+02*GeV,7.6250E+01*GeV]],2.0637E+00*pb],
[[[2.1125E+02*GeV,7.8750E+01*GeV],[2.1125E+02*GeV,7.8750E+01*GeV]],2.1667E+00*pb],
[[[2.1125E+02*GeV,8.1250E+01*GeV],[2.1125E+02*GeV,8.1250E+01*GeV]],2.2698E+00*pb],
[[[2.1125E+02*GeV,8.3750E+01*GeV],[2.1125E+02*GeV,8.3750E+01*GeV]],2.3728E+00*pb],
[[[2.1125E+02*GeV,8.6250E+01*GeV],[2.1125E+02*GeV,8.6250E+01*GeV]],2.4758E+00*pb],
[[[2.1375E+02*GeV,1.2500E+00*GeV],[2.1375E+02*GeV,1.2500E+00*GeV]],1.2189E+00*pb],
[[[2.1375E+02*GeV,3.7500E+00*GeV],[2.1375E+02*GeV,3.7500E+00*GeV]],1.2365E+00*pb],
[[[2.1375E+02*GeV,6.2500E+00*GeV],[2.1375E+02*GeV,6.2500E+00*GeV]],1.2540E+00*pb],
[[[2.1375E+02*GeV,8.7500E+00*GeV],[2.1375E+02*GeV,8.7500E+00*GeV]],1.2715E+00*pb],
[[[2.1375E+02*GeV,1.1250E+01*GeV],[2.1375E+02*GeV,1.1250E+01*GeV]],1.2890E+00*pb],
[[[2.1375E+02*GeV,1.3750E+01*GeV],[2.1375E+02*GeV,1.3750E+01*GeV]],1.3066E+00*pb],
[[[2.1375E+02*GeV,1.6250E+01*GeV],[2.1375E+02*GeV,1.6250E+01*GeV]],1.3406E+00*pb],
[[[2.1375E+02*GeV,1.8750E+01*GeV],[2.1375E+02*GeV,1.8750E+01*GeV]],1.3747E+00*pb],
[[[2.1375E+02*GeV,2.1250E+01*GeV],[2.1375E+02*GeV,2.1250E+01*GeV]],1.4088E+00*pb],
[[[2.1375E+02*GeV,2.3750E+01*GeV],[2.1375E+02*GeV,2.3750E+01*GeV]],1.4428E+00*pb],
[[[2.1375E+02*GeV,2.6250E+01*GeV],[2.1375E+02*GeV,2.6250E+01*GeV]],1.4702E+00*pb],
[[[2.1375E+02*GeV,2.8750E+01*GeV],[2.1375E+02*GeV,2.8750E+01*GeV]],1.4909E+00*pb],
[[[2.1375E+02*GeV,3.1250E+01*GeV],[2.1375E+02*GeV,3.1250E+01*GeV]],1.5116E+00*pb],
[[[2.1375E+02*GeV,3.3750E+01*GeV],[2.1375E+02*GeV,3.3750E+01*GeV]],1.5323E+00*pb],
[[[2.1375E+02*GeV,3.6250E+01*GeV],[2.1375E+02*GeV,3.6250E+01*GeV]],1.5530E+00*pb],
[[[2.1375E+02*GeV,3.8750E+01*GeV],[2.1375E+02*GeV,3.8750E+01*GeV]],1.5705E+00*pb],
[[[2.1375E+02*GeV,4.1250E+01*GeV],[2.1375E+02*GeV,4.1250E+01*GeV]],1.5880E+00*pb],
[[[2.1375E+02*GeV,4.3750E+01*GeV],[2.1375E+02*GeV,4.3750E+01*GeV]],1.6056E+00*pb],
[[[2.1375E+02*GeV,4.6250E+01*GeV],[2.1375E+02*GeV,4.6250E+01*GeV]],1.6231E+00*pb],
[[[2.1375E+02*GeV,4.8750E+01*GeV],[2.1375E+02*GeV,4.8750E+01*GeV]],1.6406E+00*pb],
[[[2.1375E+02*GeV,5.1250E+01*GeV],[2.1375E+02*GeV,5.1250E+01*GeV]],1.6673E+00*pb],
[[[2.1375E+02*GeV,5.3750E+01*GeV],[2.1375E+02*GeV,5.3750E+01*GeV]],1.7031E+00*pb],
[[[2.1375E+02*GeV,5.6250E+01*GeV],[2.1375E+02*GeV,5.6250E+01*GeV]],1.7389E+00*pb],
[[[2.1375E+02*GeV,5.8750E+01*GeV],[2.1375E+02*GeV,5.8750E+01*GeV]],1.7748E+00*pb],
[[[2.1375E+02*GeV,6.1250E+01*GeV],[2.1375E+02*GeV,6.1250E+01*GeV]],1.8106E+00*pb],
[[[2.1375E+02*GeV,6.3750E+01*GeV],[2.1375E+02*GeV,6.3750E+01*GeV]],1.8337E+00*pb],
[[[2.1375E+02*GeV,6.6250E+01*GeV],[2.1375E+02*GeV,6.6250E+01*GeV]],1.8568E+00*pb],
[[[2.1375E+02*GeV,6.8750E+01*GeV],[2.1375E+02*GeV,6.8750E+01*GeV]],1.8800E+00*pb],
[[[2.1375E+02*GeV,7.1250E+01*GeV],[2.1375E+02*GeV,7.1250E+01*GeV]],1.9031E+00*pb],
[[[2.1375E+02*GeV,7.3750E+01*GeV],[2.1375E+02*GeV,7.3750E+01*GeV]],1.9262E+00*pb],
[[[2.1375E+02*GeV,7.6250E+01*GeV],[2.1375E+02*GeV,7.6250E+01*GeV]],1.9875E+00*pb],
[[[2.1375E+02*GeV,7.8750E+01*GeV],[2.1375E+02*GeV,7.8750E+01*GeV]],2.0870E+00*pb],
[[[2.1375E+02*GeV,8.1250E+01*GeV],[2.1375E+02*GeV,8.1250E+01*GeV]],2.1865E+00*pb],
[[[2.1375E+02*GeV,8.3750E+01*GeV],[2.1375E+02*GeV,8.3750E+01*GeV]],2.2859E+00*pb],
[[[2.1375E+02*GeV,8.6250E+01*GeV],[2.1375E+02*GeV,8.6250E+01*GeV]],2.3854E+00*pb],
[[[2.1375E+02*GeV,8.8750E+01*GeV],[2.1375E+02*GeV,8.8750E+01*GeV]],2.4849E+00*pb],
[[[2.1625E+02*GeV,1.2500E+00*GeV],[2.1625E+02*GeV,1.2500E+00*GeV]],1.1830E+00*pb],
[[[2.1625E+02*GeV,3.7500E+00*GeV],[2.1625E+02*GeV,3.7500E+00*GeV]],1.1997E+00*pb],
[[[2.1625E+02*GeV,6.2500E+00*GeV],[2.1625E+02*GeV,6.2500E+00*GeV]],1.2163E+00*pb],
[[[2.1625E+02*GeV,8.7500E+00*GeV],[2.1625E+02*GeV,8.7500E+00*GeV]],1.2330E+00*pb],
[[[2.1625E+02*GeV,1.1250E+01*GeV],[2.1625E+02*GeV,1.1250E+01*GeV]],1.2496E+00*pb],
[[[2.1625E+02*GeV,1.3750E+01*GeV],[2.1625E+02*GeV,1.3750E+01*GeV]],1.2662E+00*pb],
[[[2.1625E+02*GeV,1.6250E+01*GeV],[2.1625E+02*GeV,1.6250E+01*GeV]],1.2829E+00*pb],
[[[2.1625E+02*GeV,1.8750E+01*GeV],[2.1625E+02*GeV,1.8750E+01*GeV]],1.3152E+00*pb],
[[[2.1625E+02*GeV,2.1250E+01*GeV],[2.1625E+02*GeV,2.1250E+01*GeV]],1.3475E+00*pb],
[[[2.1625E+02*GeV,2.3750E+01*GeV],[2.1625E+02*GeV,2.3750E+01*GeV]],1.3799E+00*pb],
[[[2.1625E+02*GeV,2.6250E+01*GeV],[2.1625E+02*GeV,2.6250E+01*GeV]],1.4059E+00*pb],
[[[2.1625E+02*GeV,2.8750E+01*GeV],[2.1625E+02*GeV,2.8750E+01*GeV]],1.4255E+00*pb],
[[[2.1625E+02*GeV,3.1250E+01*GeV],[2.1625E+02*GeV,3.1250E+01*GeV]],1.4451E+00*pb],
[[[2.1625E+02*GeV,3.3750E+01*GeV],[2.1625E+02*GeV,3.3750E+01*GeV]],1.4648E+00*pb],
[[[2.1625E+02*GeV,3.6250E+01*GeV],[2.1625E+02*GeV,3.6250E+01*GeV]],1.4814E+00*pb],
[[[2.1625E+02*GeV,3.8750E+01*GeV],[2.1625E+02*GeV,3.8750E+01*GeV]],1.4980E+00*pb],
[[[2.1625E+02*GeV,4.1250E+01*GeV],[2.1625E+02*GeV,4.1250E+01*GeV]],1.5147E+00*pb],
[[[2.1625E+02*GeV,4.3750E+01*GeV],[2.1625E+02*GeV,4.3750E+01*GeV]],1.5313E+00*pb],
[[[2.1625E+02*GeV,4.6250E+01*GeV],[2.1625E+02*GeV,4.6250E+01*GeV]],1.5480E+00*pb],
[[[2.1625E+02*GeV,4.8750E+01*GeV],[2.1625E+02*GeV,4.8750E+01*GeV]],1.5646E+00*pb],
[[[2.1625E+02*GeV,5.1250E+01*GeV],[2.1625E+02*GeV,5.1250E+01*GeV]],1.5899E+00*pb],
[[[2.1625E+02*GeV,5.3750E+01*GeV],[2.1625E+02*GeV,5.3750E+01*GeV]],1.6239E+00*pb],
[[[2.1625E+02*GeV,5.6250E+01*GeV],[2.1625E+02*GeV,5.6250E+01*GeV]],1.6579E+00*pb],
[[[2.1625E+02*GeV,5.8750E+01*GeV],[2.1625E+02*GeV,5.8750E+01*GeV]],1.6919E+00*pb],
[[[2.1625E+02*GeV,6.1250E+01*GeV],[2.1625E+02*GeV,6.1250E+01*GeV]],1.7139E+00*pb],
[[[2.1625E+02*GeV,6.3750E+01*GeV],[2.1625E+02*GeV,6.3750E+01*GeV]],1.7358E+00*pb],
[[[2.1625E+02*GeV,6.6250E+01*GeV],[2.1625E+02*GeV,6.6250E+01*GeV]],1.7578E+00*pb],
[[[2.1625E+02*GeV,6.8750E+01*GeV],[2.1625E+02*GeV,6.8750E+01*GeV]],1.7797E+00*pb],
[[[2.1625E+02*GeV,7.1250E+01*GeV],[2.1625E+02*GeV,7.1250E+01*GeV]],1.8017E+00*pb],
[[[2.1625E+02*GeV,7.3750E+01*GeV],[2.1625E+02*GeV,7.3750E+01*GeV]],1.8236E+00*pb],
[[[2.1625E+02*GeV,7.6250E+01*GeV],[2.1625E+02*GeV,7.6250E+01*GeV]],1.8818E+00*pb],
[[[2.1625E+02*GeV,7.8750E+01*GeV],[2.1625E+02*GeV,7.8750E+01*GeV]],1.9762E+00*pb],
[[[2.1625E+02*GeV,8.1250E+01*GeV],[2.1625E+02*GeV,8.1250E+01*GeV]],2.0707E+00*pb],
[[[2.1625E+02*GeV,8.3750E+01*GeV],[2.1625E+02*GeV,8.3750E+01*GeV]],2.1651E+00*pb],
[[[2.1625E+02*GeV,8.6250E+01*GeV],[2.1625E+02*GeV,8.6250E+01*GeV]],2.2595E+00*pb],
[[[2.1625E+02*GeV,8.8750E+01*GeV],[2.1625E+02*GeV,8.8750E+01*GeV]],2.3539E+00*pb],
[[[2.1625E+02*GeV,9.1250E+01*GeV],[2.1625E+02*GeV,9.1250E+01*GeV]],2.4483E+00*pb],
[[[2.1875E+02*GeV,1.2500E+00*GeV],[2.1875E+02*GeV,1.2500E+00*GeV]],1.1682E+00*pb],
[[[2.1875E+02*GeV,3.7500E+00*GeV],[2.1875E+02*GeV,3.7500E+00*GeV]],1.1843E+00*pb],
[[[2.1875E+02*GeV,6.2500E+00*GeV],[2.1875E+02*GeV,6.2500E+00*GeV]],1.2003E+00*pb],
[[[2.1875E+02*GeV,8.7500E+00*GeV],[2.1875E+02*GeV,8.7500E+00*GeV]],1.2164E+00*pb],
[[[2.1875E+02*GeV,1.1250E+01*GeV],[2.1875E+02*GeV,1.1250E+01*GeV]],1.2325E+00*pb],
[[[2.1875E+02*GeV,1.3750E+01*GeV],[2.1875E+02*GeV,1.3750E+01*GeV]],1.2486E+00*pb],
[[[2.1875E+02*GeV,1.6250E+01*GeV],[2.1875E+02*GeV,1.6250E+01*GeV]],1.2647E+00*pb],
[[[2.1875E+02*GeV,1.8750E+01*GeV],[2.1875E+02*GeV,1.8750E+01*GeV]],1.2807E+00*pb],
[[[2.1875E+02*GeV,2.1250E+01*GeV],[2.1875E+02*GeV,2.1250E+01*GeV]],1.3120E+00*pb],
[[[2.1875E+02*GeV,2.3750E+01*GeV],[2.1875E+02*GeV,2.3750E+01*GeV]],1.3432E+00*pb],
[[[2.1875E+02*GeV,2.6250E+01*GeV],[2.1875E+02*GeV,2.6250E+01*GeV]],1.3683E+00*pb],
[[[2.1875E+02*GeV,2.8750E+01*GeV],[2.1875E+02*GeV,2.8750E+01*GeV]],1.3873E+00*pb],
[[[2.1875E+02*GeV,3.1250E+01*GeV],[2.1875E+02*GeV,3.1250E+01*GeV]],1.4062E+00*pb],
[[[2.1875E+02*GeV,3.3750E+01*GeV],[2.1875E+02*GeV,3.3750E+01*GeV]],1.4223E+00*pb],
[[[2.1875E+02*GeV,3.6250E+01*GeV],[2.1875E+02*GeV,3.6250E+01*GeV]],1.4384E+00*pb],
[[[2.1875E+02*GeV,3.8750E+01*GeV],[2.1875E+02*GeV,3.8750E+01*GeV]],1.4545E+00*pb],
[[[2.1875E+02*GeV,4.1250E+01*GeV],[2.1875E+02*GeV,4.1250E+01*GeV]],1.4706E+00*pb],
[[[2.1875E+02*GeV,4.3750E+01*GeV],[2.1875E+02*GeV,4.3750E+01*GeV]],1.4866E+00*pb],
[[[2.1875E+02*GeV,4.6250E+01*GeV],[2.1875E+02*GeV,4.6250E+01*GeV]],1.5027E+00*pb],
[[[2.1875E+02*GeV,4.8750E+01*GeV],[2.1875E+02*GeV,4.8750E+01*GeV]],1.5188E+00*pb],
[[[2.1875E+02*GeV,5.1250E+01*GeV],[2.1875E+02*GeV,5.1250E+01*GeV]],1.5433E+00*pb],
[[[2.1875E+02*GeV,5.3750E+01*GeV],[2.1875E+02*GeV,5.3750E+01*GeV]],1.5761E+00*pb],
[[[2.1875E+02*GeV,5.6250E+01*GeV],[2.1875E+02*GeV,5.6250E+01*GeV]],1.6090E+00*pb],
[[[2.1875E+02*GeV,5.8750E+01*GeV],[2.1875E+02*GeV,5.8750E+01*GeV]],1.6302E+00*pb],
[[[2.1875E+02*GeV,6.1250E+01*GeV],[2.1875E+02*GeV,6.1250E+01*GeV]],1.6514E+00*pb],
[[[2.1875E+02*GeV,6.3750E+01*GeV],[2.1875E+02*GeV,6.3750E+01*GeV]],1.6726E+00*pb],
[[[2.1875E+02*GeV,6.6250E+01*GeV],[2.1875E+02*GeV,6.6250E+01*GeV]],1.6938E+00*pb],
[[[2.1875E+02*GeV,6.8750E+01*GeV],[2.1875E+02*GeV,6.8750E+01*GeV]],1.7150E+00*pb],
[[[2.1875E+02*GeV,7.1250E+01*GeV],[2.1875E+02*GeV,7.1250E+01*GeV]],1.7362E+00*pb],
[[[2.1875E+02*GeV,7.3750E+01*GeV],[2.1875E+02*GeV,7.3750E+01*GeV]],1.7574E+00*pb],
[[[2.1875E+02*GeV,7.6250E+01*GeV],[2.1875E+02*GeV,7.6250E+01*GeV]],1.8136E+00*pb],
[[[2.1875E+02*GeV,7.8750E+01*GeV],[2.1875E+02*GeV,7.8750E+01*GeV]],1.9049E+00*pb],
[[[2.1875E+02*GeV,8.1250E+01*GeV],[2.1875E+02*GeV,8.1250E+01*GeV]],1.9961E+00*pb],
[[[2.1875E+02*GeV,8.3750E+01*GeV],[2.1875E+02*GeV,8.3750E+01*GeV]],2.0873E+00*pb],
[[[2.1875E+02*GeV,8.6250E+01*GeV],[2.1875E+02*GeV,8.6250E+01*GeV]],2.1785E+00*pb],
[[[2.1875E+02*GeV,8.8750E+01*GeV],[2.1875E+02*GeV,8.8750E+01*GeV]],2.2697E+00*pb],
[[[2.1875E+02*GeV,9.1250E+01*GeV],[2.1875E+02*GeV,9.1250E+01*GeV]],2.3609E+00*pb],
[[[2.1875E+02*GeV,9.3750E+01*GeV],[2.1875E+02*GeV,9.3750E+01*GeV]],2.4522E+00*pb],
[[[2.2125E+02*GeV,1.2500E+00*GeV],[2.2125E+02*GeV,1.2500E+00*GeV]],1.1339E+00*pb],
[[[2.2125E+02*GeV,3.7500E+00*GeV],[2.2125E+02*GeV,3.7500E+00*GeV]],1.1492E+00*pb],
[[[2.2125E+02*GeV,6.2500E+00*GeV],[2.2125E+02*GeV,6.2500E+00*GeV]],1.1644E+00*pb],
[[[2.2125E+02*GeV,8.7500E+00*GeV],[2.2125E+02*GeV,8.7500E+00*GeV]],1.1797E+00*pb],
[[[2.2125E+02*GeV,1.1250E+01*GeV],[2.2125E+02*GeV,1.1250E+01*GeV]],1.1950E+00*pb],
[[[2.2125E+02*GeV,1.3750E+01*GeV],[2.2125E+02*GeV,1.3750E+01*GeV]],1.2103E+00*pb],
[[[2.2125E+02*GeV,1.6250E+01*GeV],[2.2125E+02*GeV,1.6250E+01*GeV]],1.2255E+00*pb],
[[[2.2125E+02*GeV,1.8750E+01*GeV],[2.2125E+02*GeV,1.8750E+01*GeV]],1.2408E+00*pb],
[[[2.2125E+02*GeV,2.1250E+01*GeV],[2.2125E+02*GeV,2.1250E+01*GeV]],1.2561E+00*pb],
[[[2.2125E+02*GeV,2.3750E+01*GeV],[2.2125E+02*GeV,2.3750E+01*GeV]],1.2858E+00*pb],
[[[2.2125E+02*GeV,2.6250E+01*GeV],[2.2125E+02*GeV,2.6250E+01*GeV]],1.3096E+00*pb],
[[[2.2125E+02*GeV,2.8750E+01*GeV],[2.2125E+02*GeV,2.8750E+01*GeV]],1.3277E+00*pb],
[[[2.2125E+02*GeV,3.1250E+01*GeV],[2.2125E+02*GeV,3.1250E+01*GeV]],1.3429E+00*pb],
[[[2.2125E+02*GeV,3.3750E+01*GeV],[2.2125E+02*GeV,3.3750E+01*GeV]],1.3582E+00*pb],
[[[2.2125E+02*GeV,3.6250E+01*GeV],[2.2125E+02*GeV,3.6250E+01*GeV]],1.3735E+00*pb],
[[[2.2125E+02*GeV,3.8750E+01*GeV],[2.2125E+02*GeV,3.8750E+01*GeV]],1.3888E+00*pb],
[[[2.2125E+02*GeV,4.1250E+01*GeV],[2.2125E+02*GeV,4.1250E+01*GeV]],1.4040E+00*pb],
[[[2.2125E+02*GeV,4.3750E+01*GeV],[2.2125E+02*GeV,4.3750E+01*GeV]],1.4193E+00*pb],
[[[2.2125E+02*GeV,4.6250E+01*GeV],[2.2125E+02*GeV,4.6250E+01*GeV]],1.4346E+00*pb],
[[[2.2125E+02*GeV,4.8750E+01*GeV],[2.2125E+02*GeV,4.8750E+01*GeV]],1.4499E+00*pb],
[[[2.2125E+02*GeV,5.1250E+01*GeV],[2.2125E+02*GeV,5.1250E+01*GeV]],1.4731E+00*pb],
[[[2.2125E+02*GeV,5.3750E+01*GeV],[2.2125E+02*GeV,5.3750E+01*GeV]],1.5043E+00*pb],
[[[2.2125E+02*GeV,5.6250E+01*GeV],[2.2125E+02*GeV,5.6250E+01*GeV]],1.5245E+00*pb],
[[[2.2125E+02*GeV,5.8750E+01*GeV],[2.2125E+02*GeV,5.8750E+01*GeV]],1.5446E+00*pb],
[[[2.2125E+02*GeV,6.1250E+01*GeV],[2.2125E+02*GeV,6.1250E+01*GeV]],1.5648E+00*pb],
[[[2.2125E+02*GeV,6.3750E+01*GeV],[2.2125E+02*GeV,6.3750E+01*GeV]],1.5849E+00*pb],
[[[2.2125E+02*GeV,6.6250E+01*GeV],[2.2125E+02*GeV,6.6250E+01*GeV]],1.6051E+00*pb],
[[[2.2125E+02*GeV,6.8750E+01*GeV],[2.2125E+02*GeV,6.8750E+01*GeV]],1.6252E+00*pb],
[[[2.2125E+02*GeV,7.1250E+01*GeV],[2.2125E+02*GeV,7.1250E+01*GeV]],1.6454E+00*pb],
[[[2.2125E+02*GeV,7.3750E+01*GeV],[2.2125E+02*GeV,7.3750E+01*GeV]],1.6655E+00*pb],
[[[2.2125E+02*GeV,7.6250E+01*GeV],[2.2125E+02*GeV,7.6250E+01*GeV]],1.7189E+00*pb],
[[[2.2125E+02*GeV,7.8750E+01*GeV],[2.2125E+02*GeV,7.8750E+01*GeV]],1.8056E+00*pb],
[[[2.2125E+02*GeV,8.1250E+01*GeV],[2.2125E+02*GeV,8.1250E+01*GeV]],1.8923E+00*pb],
[[[2.2125E+02*GeV,8.3750E+01*GeV],[2.2125E+02*GeV,8.3750E+01*GeV]],1.9790E+00*pb],
[[[2.2125E+02*GeV,8.6250E+01*GeV],[2.2125E+02*GeV,8.6250E+01*GeV]],2.0656E+00*pb],
[[[2.2125E+02*GeV,8.8750E+01*GeV],[2.2125E+02*GeV,8.8750E+01*GeV]],2.1523E+00*pb],
[[[2.2125E+02*GeV,9.1250E+01*GeV],[2.2125E+02*GeV,9.1250E+01*GeV]],2.2390E+00*pb],
[[[2.2125E+02*GeV,9.3750E+01*GeV],[2.2125E+02*GeV,9.3750E+01*GeV]],2.3256E+00*pb],
[[[2.2125E+02*GeV,9.6250E+01*GeV],[2.2125E+02*GeV,9.6250E+01*GeV]],2.4123E+00*pb],
[[[2.2375E+02*GeV,1.2500E+00*GeV],[2.2375E+02*GeV,1.2500E+00*GeV]],1.1194E+00*pb],
[[[2.2375E+02*GeV,3.7500E+00*GeV],[2.2375E+02*GeV,3.7500E+00*GeV]],1.1342E+00*pb],
[[[2.2375E+02*GeV,6.2500E+00*GeV],[2.2375E+02*GeV,6.2500E+00*GeV]],1.1489E+00*pb],
[[[2.2375E+02*GeV,8.7500E+00*GeV],[2.2375E+02*GeV,8.7500E+00*GeV]],1.1637E+00*pb],
[[[2.2375E+02*GeV,1.1250E+01*GeV],[2.2375E+02*GeV,1.1250E+01*GeV]],1.1785E+00*pb],
[[[2.2375E+02*GeV,1.3750E+01*GeV],[2.2375E+02*GeV,1.3750E+01*GeV]],1.1932E+00*pb],
[[[2.2375E+02*GeV,1.6250E+01*GeV],[2.2375E+02*GeV,1.6250E+01*GeV]],1.2080E+00*pb],
[[[2.2375E+02*GeV,1.8750E+01*GeV],[2.2375E+02*GeV,1.8750E+01*GeV]],1.2228E+00*pb],
[[[2.2375E+02*GeV,2.1250E+01*GeV],[2.2375E+02*GeV,2.1250E+01*GeV]],1.2376E+00*pb],
[[[2.2375E+02*GeV,2.3750E+01*GeV],[2.2375E+02*GeV,2.3750E+01*GeV]],1.2523E+00*pb],
[[[2.2375E+02*GeV,2.6250E+01*GeV],[2.2375E+02*GeV,2.6250E+01*GeV]],1.2754E+00*pb],
[[[2.2375E+02*GeV,2.8750E+01*GeV],[2.2375E+02*GeV,2.8750E+01*GeV]],1.2902E+00*pb],
[[[2.2375E+02*GeV,3.1250E+01*GeV],[2.2375E+02*GeV,3.1250E+01*GeV]],1.3049E+00*pb],
[[[2.2375E+02*GeV,3.3750E+01*GeV],[2.2375E+02*GeV,3.3750E+01*GeV]],1.3197E+00*pb],
[[[2.2375E+02*GeV,3.6250E+01*GeV],[2.2375E+02*GeV,3.6250E+01*GeV]],1.3345E+00*pb],
[[[2.2375E+02*GeV,3.8750E+01*GeV],[2.2375E+02*GeV,3.8750E+01*GeV]],1.3492E+00*pb],
[[[2.2375E+02*GeV,4.1250E+01*GeV],[2.2375E+02*GeV,4.1250E+01*GeV]],1.3640E+00*pb],
[[[2.2375E+02*GeV,4.3750E+01*GeV],[2.2375E+02*GeV,4.3750E+01*GeV]],1.3788E+00*pb],
[[[2.2375E+02*GeV,4.6250E+01*GeV],[2.2375E+02*GeV,4.6250E+01*GeV]],1.3935E+00*pb],
[[[2.2375E+02*GeV,4.8750E+01*GeV],[2.2375E+02*GeV,4.8750E+01*GeV]],1.4083E+00*pb],
[[[2.2375E+02*GeV,5.1250E+01*GeV],[2.2375E+02*GeV,5.1250E+01*GeV]],1.4308E+00*pb],
[[[2.2375E+02*GeV,5.3750E+01*GeV],[2.2375E+02*GeV,5.3750E+01*GeV]],1.4503E+00*pb],
[[[2.2375E+02*GeV,5.6250E+01*GeV],[2.2375E+02*GeV,5.6250E+01*GeV]],1.4697E+00*pb],
[[[2.2375E+02*GeV,5.8750E+01*GeV],[2.2375E+02*GeV,5.8750E+01*GeV]],1.4892E+00*pb],
[[[2.2375E+02*GeV,6.1250E+01*GeV],[2.2375E+02*GeV,6.1250E+01*GeV]],1.5087E+00*pb],
[[[2.2375E+02*GeV,6.3750E+01*GeV],[2.2375E+02*GeV,6.3750E+01*GeV]],1.5282E+00*pb],
[[[2.2375E+02*GeV,6.6250E+01*GeV],[2.2375E+02*GeV,6.6250E+01*GeV]],1.5477E+00*pb],
[[[2.2375E+02*GeV,6.8750E+01*GeV],[2.2375E+02*GeV,6.8750E+01*GeV]],1.5672E+00*pb],
[[[2.2375E+02*GeV,7.1250E+01*GeV],[2.2375E+02*GeV,7.1250E+01*GeV]],1.5866E+00*pb],
[[[2.2375E+02*GeV,7.3750E+01*GeV],[2.2375E+02*GeV,7.3750E+01*GeV]],1.6061E+00*pb],
[[[2.2375E+02*GeV,7.6250E+01*GeV],[2.2375E+02*GeV,7.6250E+01*GeV]],1.6578E+00*pb],
[[[2.2375E+02*GeV,7.8750E+01*GeV],[2.2375E+02*GeV,7.8750E+01*GeV]],1.7416E+00*pb],
[[[2.2375E+02*GeV,8.1250E+01*GeV],[2.2375E+02*GeV,8.1250E+01*GeV]],1.8253E+00*pb],
[[[2.2375E+02*GeV,8.3750E+01*GeV],[2.2375E+02*GeV,8.3750E+01*GeV]],1.9091E+00*pb],
[[[2.2375E+02*GeV,8.6250E+01*GeV],[2.2375E+02*GeV,8.6250E+01*GeV]],1.9929E+00*pb],
[[[2.2375E+02*GeV,8.8750E+01*GeV],[2.2375E+02*GeV,8.8750E+01*GeV]],2.0767E+00*pb],
[[[2.2375E+02*GeV,9.1250E+01*GeV],[2.2375E+02*GeV,9.1250E+01*GeV]],2.1605E+00*pb],
[[[2.2375E+02*GeV,9.3750E+01*GeV],[2.2375E+02*GeV,9.3750E+01*GeV]],2.2443E+00*pb],
[[[2.2375E+02*GeV,9.6250E+01*GeV],[2.2375E+02*GeV,9.6250E+01*GeV]],2.3281E+00*pb],
[[[2.2375E+02*GeV,9.8750E+01*GeV],[2.2375E+02*GeV,9.8750E+01*GeV]],2.4119E+00*pb],
[[[2.2625E+02*GeV,1.2500E+00*GeV],[2.2625E+02*GeV,1.2500E+00*GeV]],1.0861E+00*pb],
[[[2.2625E+02*GeV,3.7500E+00*GeV],[2.2625E+02*GeV,3.7500E+00*GeV]],1.1001E+00*pb],
[[[2.2625E+02*GeV,6.2500E+00*GeV],[2.2625E+02*GeV,6.2500E+00*GeV]],1.1142E+00*pb],
[[[2.2625E+02*GeV,8.7500E+00*GeV],[2.2625E+02*GeV,8.7500E+00*GeV]],1.1282E+00*pb],
[[[2.2625E+02*GeV,1.1250E+01*GeV],[2.2625E+02*GeV,1.1250E+01*GeV]],1.1423E+00*pb],
[[[2.2625E+02*GeV,1.3750E+01*GeV],[2.2625E+02*GeV,1.3750E+01*GeV]],1.1563E+00*pb],
[[[2.2625E+02*GeV,1.6250E+01*GeV],[2.2625E+02*GeV,1.6250E+01*GeV]],1.1704E+00*pb],
[[[2.2625E+02*GeV,1.8750E+01*GeV],[2.2625E+02*GeV,1.8750E+01*GeV]],1.1844E+00*pb],
[[[2.2625E+02*GeV,2.1250E+01*GeV],[2.2625E+02*GeV,2.1250E+01*GeV]],1.1984E+00*pb],
[[[2.2625E+02*GeV,2.3750E+01*GeV],[2.2625E+02*GeV,2.3750E+01*GeV]],1.2125E+00*pb],
[[[2.2625E+02*GeV,2.6250E+01*GeV],[2.2625E+02*GeV,2.6250E+01*GeV]],1.2212E+00*pb],
